"","stat.socio","dwelling.size","dwelling.tenure2","region.f","state.f","municipality.pop","ac.acquire","total_niv","material.wall","material.roof","material.floor","antigua","cuart_dorm","fridge.adopt","washing.adopt","iron.adopt","tv.adopt","celphone.adopt","fan.adopt","cons.month.kwh.hig1"
"23585","mid-low","56-75m2","Owned","Tropical","Tabasco",">100k","Yes",1,"brick","concrete","wood/mosaic",1,1,"Yes","Yes","Yes","Yes","Yes","Yes",339.247024958753
"23599","mid-high","76-100m2","Owned","Tropical","Tabasco",">100k","No",2,"brick","metal laminate","wood/mosaic",33,4,"Yes","Yes","No","Yes","Yes","Yes",315.59335497686
"23605","high","Don't know","Owned","Tropical","Tabasco",">100k","Yes",2,"brick","concrete","wood/mosaic",10,3,"Yes","Yes","Yes","Yes","Yes","Yes",652.025485309088
"23609","high","<201m2","Owned","Tropical","Tabasco",">100k","Yes",2,"brick","concrete","cement",19,2,"Yes","Yes","Yes","Yes","Yes","Yes",1014.07030692363
"23615","high","Don't know","Owned","Tropical","Tabasco",">100k","Yes",1,"brick","concrete","wood/mosaic",16,2,"Yes","Yes","Yes","Yes","Yes","Yes",312.943968593862
"23624","high","76-100m2","Owned","Tropical","Tabasco",">100k","Yes",1,"brick","concrete","wood/mosaic",15,2,"Yes","Yes","Yes","Yes","Yes","Yes",381.950392576731
"23639","mid-low","76-100m2","Owned","Tropical","Tabasco","15k-100k","Yes",1,"brick","asbestus laminate","cement",40,3,"Yes","Yes","No","Yes","Yes","Yes",632.383888355608
"23641","mid-low","101-150m2","Owned","Tropical","Tabasco","15k-100k","Yes",2,"brick","concrete","wood/mosaic",22,1,"Yes","Yes","Yes","Yes","Yes","Yes",1445.10442716849
"23642","mid-low","101-150m2","Owned","Tropical","Tabasco","15k-100k","Yes",1,"brick","asbestus laminate","cement",42,3,"Yes","Yes","Yes","Yes","Yes","Yes",279.356512902406
"23643","mid-low","151-200m2","Owned","Tropical","Tabasco","15k-100k","No",2,"brick","concrete","wood/mosaic",27,2,"Yes","Yes","Yes","Yes","Yes","Yes",300.248611766414
"23645","mid-low",">30m2","Rented","Tropical","Tabasco","15k-100k","No",2,"brick","metal laminate","cement",11,1,"Yes","Yes","No","Yes","Yes","Yes",67.5110607647423
"23647","mid-low","101-150m2","Owned","Tropical","Tabasco","15k-100k","No",1,"brick","asbestus laminate","cement",32,3,"Yes","Yes","Yes","Yes","Yes","Yes",142.799446847741
"23657","mid-low","31-55m2","Borrowed","Tropical","Tabasco","15k-100k","No",1,"brick","metal laminate","cement",3,1,"Yes","Yes","No","Yes","Yes","Yes",94.126303099071
"23718","mid-low","31-55m2","Owned","Tropical","Tabasco","15k-100k","No",1,"brick","concrete","cement",14,1,"Yes","Yes","No","No","Yes","Yes",28.0718582680421
"23727","mid-low","Don't know","Owned","Tropical","Tabasco","15k-100k","No",1,"brick","asbestus laminate","cement",99,1,"Yes","Yes","No","No","Yes","Yes",107.210481526133
"23731","mid-low","76-100m2","Owned","Tropical","Tabasco","15k-100k","Yes",1,"brick","asbestus laminate","wood/mosaic",10,3,"Yes","Yes","No","Yes","Yes","Yes",183.82426596015
"23742","mid-low","<201m2","Rented","Tropical","Tabasco","15k-100k","Yes",1,"brick","concrete","wood/mosaic",20,2,"Yes","Yes","Yes","Yes","Yes","Yes",307.212644721083
"23747","mid-low","Don't know","Owned","Tropical","Tabasco","15k-100k","No",1,"brick","concrete","cement",37,2,"Yes","Yes","No","Yes","No","Yes",197.279109769368
"23759","mid-low","101-150m2","Owned","Tropical","Tabasco","15k-100k","No",1,"brick","metal laminate","cement",40,1,"Yes","Yes","No","Yes","Yes","Yes",143.476106584453
"23760","mid-low","76-100m2","Owned","Tropical","Tabasco","15k-100k","Yes",1,"brick","metal laminate","cement",19,2,"Yes","Yes","Yes","Yes","Yes","Yes",84.4594965361136
"23766","mid-low","<201m2","Borrowed","Tropical","Tabasco","15k-100k","No",2,"brick","concrete","cement",35,3,"Yes","Yes","No","Yes","Yes","Yes",204.802445257995
"23770","mid-low","56-75m2","Other","Tropical","Tabasco","15k-100k","Yes",1,"brick","metal laminate","wood/mosaic",25,2,"Yes","Yes","No","Yes","Yes","Yes",197.498215560314
"23771","mid-low",">30m2","Borrowed","Tropical","Tabasco","15k-100k","No",1,"brick","metal laminate","cement",15,1,"No","No","No","Yes","Yes","No",37.8359828830133
"23774","mid-low","Don't know","Owned","Tropical","Tabasco","15k-100k","No",1,"brick","concrete","wood/mosaic",40,1,"Yes","No","No","Yes","Yes","Yes",192.913179916318
"23778","mid-low","56-75m2","Owned","Tropical","Tabasco","15k-100k","No",1,"brick","metal laminate","cement",14,2,"Yes","Yes","Yes","Yes","Yes","Yes",157.789351431786
"23787","low","31-55m2","Owned","Tropical","Tabasco","2.5k-15k","No",1,"wood","tile","cement",10,1,"No","Yes","No","Yes","No","No",27.7724204435873
"23810","mid-low","101-150m2","Owned","Tropical","Tabasco","2.5k-15k","No",2,"brick","concrete","wood/mosaic",24,3,"Yes","Yes","Yes","Yes","Yes","Yes",209.912987321981
"23822","mid-low","76-100m2","Owned","Tropical","Tabasco","2.5k-15k","No",2,"brick","concrete","wood/mosaic",10,2,"Yes","Yes","No","Yes","Yes","Yes",220.40863668808
"23832","mid-low","<201m2","Borrowed","Tropical","Tabasco","2.5k-15k","Yes",1,"brick","concrete","wood/mosaic",6,1,"Yes","Yes","Yes","Yes","Yes","Yes",123.438723174517
"23841","mid-low","<201m2","Owned","Tropical","Tabasco","2.5k-15k","Yes",1,"brick","concrete","wood/mosaic",26,2,"Yes","Yes","Yes","Yes","Yes","Yes",773.404365545348
"23843","mid-low","Don't know","Owned","Tropical","Tabasco","2.5k-15k","Yes",1,"brick","concrete","wood/mosaic",8,1,"Yes","No","Yes","Yes","Yes","No",142.862397084627
"23871","mid-low","101-150m2","Owned","Tropical","Tabasco","2.5k-15k","Yes",1,"brick","asbestus laminate","cement",30,1,"Yes","Yes","No","Yes","Yes","Yes",137.565775476917
"23875","mid-low","101-150m2","Owned","Tropical","Tabasco","2.5k-15k","Yes",2,"brick","concrete","wood/mosaic",30,2,"Yes","Yes","No","Yes","Yes","Yes",217.240795744975
"23885","mid-low","101-150m2","Owned","Tropical","Tabasco","2.5k-15k","No",1,"brick","asbestus laminate","cement",10,2,"Yes","No","No","No","Yes","No",111.920785759875
"23939","mid-low","101-150m2","Owned","Tropical","Tabasco","2.5k-15k","No",1,"brick","metal laminate","cement",7,2,"No","Yes","No","No","Yes","Yes",355.38958347724
"23952","mid-low","76-100m2","Other","Tropical","Tabasco","2.5k-15k","Yes",2,"brick","concrete","wood/mosaic",5,3,"Yes","Yes","Yes","Yes","Yes","Yes",358.173302107728
"23960","low","101-150m2","Owned","Tropical","Tabasco","2.5k-15k","No",2,"brick","concrete","wood/mosaic",25,2,"Yes","Yes","Yes","Yes","Yes","Yes",80.7207112970711
"23972","low","31-55m2","Owned","Tropical","Tabasco","2.5k-15k","No",1,"brick","metal laminate","cement",9,1,"Yes","Yes","No","No","Yes","Yes",86.1661376424758
"23982","mid-low","Don't know","Rented","Tropical","Tabasco","2.5k-15k","No",1,"asbestos","metal laminate","cement",5,1,"Yes","Yes","No","Yes","Yes","Yes",181.145140270252
"23988","mid-low","76-100m2","Owned","Tropical","Tabasco","2.5k-15k","No",1,"brick","asbestus laminate","cement",25,3,"Yes","Yes","Yes","Yes","Yes","Yes",298.30502842797
"23997","mid-low","76-100m2","Owned","Tropical","Tabasco","2.5k-15k","No",1,"brick","metal laminate","cement",15,1,"Yes","Yes","No","Yes","Yes","Yes",101.821129707113
"23998","mid-low",">30m2","Owned","Tropical","Tabasco","<2.5k","No",1,"asbestos","metal laminate","cement",10,1,"Yes","Yes","Yes","Yes","Yes","Yes",165.104685942173
"24037","low",">30m2","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","concrete","cement",36,1,"No","No","No","Yes","Yes","Yes",72.63834525577
"24073","low","56-75m2","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","metal laminate","cement",27,2,"No","Yes","No","Yes","Yes","Yes",181.638472519629
"24077","low","31-55m2","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","metal laminate","cement",25,2,"Yes","Yes","Yes","Yes","Yes","Yes",159.547195234381
"24081","low","31-55m2","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","concrete","cement",40,1,"No","No","No","No","Yes","Yes",157.254995811894
"24082","low","56-75m2","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","metal laminate","wood/mosaic",18,2,"Yes","Yes","Yes","Yes","Yes","Yes",138.612509751081
"24085","low","31-55m2","Owned","Tropical","Tabasco","<2.5k","No",1,"wood","metal laminate","dirt",5,1,"Yes","No","No","No","No","Yes",102.02287758132
"24096","mid-low","76-100m2","Owned","Tropical","Tabasco","<2.5k","Yes",1,"brick","concrete","wood/mosaic",25,3,"Yes","Yes","Yes","Yes","Yes","Yes",263.634289324955
"24137","low","76-100m2","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","asbestus laminate","cement",38,2,"No","Yes","Yes","Yes","Yes","Yes",108.78058293738
"24140","low","76-100m2","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","metal laminate","cement",20,2,"Yes","Yes","Yes","Yes","Yes","Yes",102.500177292391
"24174","mid-low","151-200m2","Owned","Tropical","Tabasco","<2.5k","Yes",2,"brick","metal laminate","cement",25,2,"Yes","No","Yes","Yes","Yes","Yes",674.128044133125
"24176","mid-low","56-75m2","Owned","Tropical","Tabasco","<2.5k","Yes",1,"brick","asbestus laminate","cement",40,1,"Yes","Yes","Yes","Yes","Yes","No",199.704704013262
"24177","mid-low","151-200m2","Owned","Tropical","Tabasco","<2.5k","Yes",1,"brick","metal laminate","cement",18,3,"Yes","Yes","Yes","Yes","Yes","No",245.572169999637
"24178","mid-low","76-100m2","Owned","Tropical","Tabasco","<2.5k","Yes",1,"brick","metal laminate","cement",13,2,"Yes","Yes","Yes","Yes","Yes","Yes",325.155580835118
"24187","mid-low","31-55m2","Owned","Tropical","Tabasco","<2.5k","Yes",1,"brick","metal laminate","cement",10,2,"Yes","Yes","Yes","Yes","Yes","Yes",279.422223921689
"24188","mid-low","76-100m2","Rented","Tropical","Tabasco","<2.5k","Yes",1,"brick","metal laminate","cement",20,1,"Yes","No","No","Yes","Yes","No",175.248209346855
"24217","mid-low","56-75m2","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","asbestus laminate","cement",17,1,"Yes","Yes","Yes","Yes","Yes","Yes",418.63717199579
"24256","low","101-150m2","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","asbestus laminate","cement",26,2,"Yes","Yes","No","No","No","Yes",131.905452827642
"24259","low","56-75m2","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","metal laminate","cement",12,1,"Yes","Yes","No","Yes","Yes","Yes",156.807598866244
"24266","low","Don't know","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","asbestus laminate","wood/mosaic",38,3,"Yes","Yes","No","Yes","Yes","Yes",484.178087080657
"24267","low","Don't know","Owned","Tropical","Tabasco","<2.5k","Yes",1,"brick","asbestus laminate","wood/mosaic",15,2,"Yes","No","No","Yes","Yes","Yes",505.951106352605
"24268","low",">30m2","Owned","Tropical","Tabasco","<2.5k","Yes",1,"brick","asbestus laminate","wood/mosaic",8,2,"Yes","Yes","Yes","Yes","Yes","No",298.756245538901
"24282","low","Don't know","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","metal laminate","cement",6,2,"No","Yes","Yes","Yes","Yes","Yes",91.648987463838
"24303","low","56-75m2","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","concrete","cement",26,3,"No","Yes","Yes","Yes","Yes","Yes",65.9078411510553
"24310","low","101-150m2","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","asbestus laminate","wood/mosaic",32,3,"Yes","Yes","No","Yes","Yes","Yes",171.061272250195
"24311","low","76-100m2","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","metal laminate","cement",7,2,"Yes","Yes","Yes","Yes","No","Yes",92.5562016878236
"24319","low","31-55m2","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","asbestus laminate","cement",20,2,"Yes","Yes","Yes","Yes","Yes","Yes",92.5575313807531
"24323","low","Don't know","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","asbestus laminate","wood/mosaic",18,2,"Yes","Yes","No","Yes","Yes","Yes",150.712343096234
"24324","low","101-150m2","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","asbestus laminate","wood/mosaic",30,1,"Yes","Yes","No","Yes","Yes","Yes",531.060314061385
"24347","low","31-55m2","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","metal laminate","cement",19,2,"No","No","No","Yes","Yes","No",97.620893065368
"24361","low","31-55m2","Owned","Tropical","Tabasco","<2.5k","No",1,"wood","metal laminate","cement",30,1,"No","No","No","Yes","No","Yes",202.849750178444
"24364","low","76-100m2","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","metal laminate","cement",10,2,"Yes","Yes","No","Yes","Yes","Yes",107.00330678904
"24365","low",">30m2","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","metal laminate","cement",2,1,"Yes","No","No","Yes","Yes","Yes",115.447626605108
"24368","low",">30m2","Owned","Tropical","Tabasco","<2.5k","No",1,"wood","metal laminate","dirt",15,2,"Yes","Yes","No","Yes","Yes","Yes",80.4098360655738
"24390","low","56-75m2","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","metal laminate","cement",20,1,"No","No","No","No","No","No",31.1231472102206
"24403","mid-low","Don't know","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","metal laminate","cement",29,1,"No","No","No","No","No","No",82.9128530334728
"24406","mid-low","56-75m2","Borrowed","Tropical","Tabasco","<2.5k","No",1,"brick","metal laminate","cement",99,1,"Yes","Yes","No","Yes","Yes","Yes",107.745044241718
"24415","low","31-55m2","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","metal laminate","cement",60,1,"Yes","Yes","No","Yes","No","Yes",102.176761094725
"24416","low","76-100m2","Owned","Tropical","Tabasco","<2.5k","Yes",1,"brick","metal laminate","cement",20,2,"Yes","Yes","Yes","Yes","Yes","Yes",463.425773159687
"24420","low","76-100m2","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","metal laminate","cement",45,2,"Yes","Yes","No","Yes","Yes","Yes",100.528748819004
"24426","low","101-150m2","Owned","Tropical","Tabasco","<2.5k","Yes",1,"brick","metal laminate","cement",99,3,"Yes","Yes","Yes","Yes","Yes","Yes",191.269291446601
"24432","low","101-150m2","Owned","Tropical","Tabasco","<2.5k","No",1,"brick","metal laminate","cement",30,2,"Yes","Yes","No","Yes","Yes","Yes",248.055955348054
"24434","mid-low",">30m2","Borrowed","Extremely hot","Tamaulipas",">100k","No",1,"wood","metal laminate","cement",30,1,"No","Yes","No","Yes","Yes","Yes",34.7440100882724
"24438","mid-high","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","wood/mosaic",21,2,"Yes","Yes","Yes","Yes","Yes","Yes",166.350968016453
"24441","mid-high","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","cement",30,2,"Yes","No","Yes","Yes","Yes","Yes",184.359960802816
"24444","mid-low",">30m2","Rented","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","wood/mosaic",99,1,"Yes","No","No","Yes","Yes","Yes",115.33815762398
"24446","mid-low","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",28,3,"Yes","Yes","Yes","Yes","Yes","Yes",178.488082283147
"24447","mid-low",">30m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",30,1,"Yes","Yes","No","Yes","Yes","Yes",93.731918997107
"24450","mid-low",">30m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",23,2,"Yes","Yes","Yes","Yes","Yes","Yes",173.490703918969
"24451","mid-low","31-55m2","Rented","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","Yes","No","Yes","Yes",204.59501716461
"24457","mid-low","151-200m2","Owned","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","cement",30,4,"Yes","Yes","Yes","Yes","Yes","Yes",290.712176031898
"24458","mid-low","Don't know","Other","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",13,2,"Yes","Yes","Yes","Yes","Yes","Yes",256.563169164882
"24459","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",10,1,"Yes","Yes","Yes","Yes","Yes","Yes",185.63480002763
"24462","mid-low",">30m2","Borrowed","Extremely hot","Tamaulipas",">100k","No",1,"wood","metal laminate","cement",15,1,"No","Yes","Yes","Yes","Yes","Yes",63.2837326607818
"24463","mid-low","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"wood","metal laminate","cement",13,1,"Yes","Yes","Yes","Yes","Yes","Yes",177.24875089222
"24464","mid-low","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",12,2,"Yes","No","No","Yes","Yes","Yes",64.5245901639344
"24466","mid-low","31-55m2","Borrowed","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",99,1,"Yes","Yes","No","Yes","Yes","Yes",76.0889121338912
"24469","mid-low","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",10,1,"Yes","Yes","Yes","Yes","Yes","Yes",144.369548258989
"24478","mid-low",">30m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",15,1,"Yes","Yes","Yes","Yes","Yes","Yes",28.5397225725095
"24482","high","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",25,3,"Yes","Yes","No","Yes","Yes","No",253.629907209136
"24483","high","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",24,1,"Yes","Yes","Yes","Yes","Yes","Yes",206.220913633119
"24485","high","76-100m2","Rented","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","Yes","Yes","Yes","Yes",120.862970711297
"24490","high","101-150m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",3,"brick","concrete","wood/mosaic",50,3,"Yes","Yes","Yes","Yes","Yes","Yes",265.826995495828
"24492","high","Don't know","Rented","Extremely hot","Tamaulipas",">100k","Yes",5,"brick","concrete","wood/mosaic",99,3,"Yes","Yes","Yes","Yes","Yes","Yes",214.522000414451
"24493","high","101-150m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",49,2,"Yes","Yes","Yes","Yes","Yes","Yes",181.362696596027
"24497","mid-high","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","wood/mosaic",35,2,"Yes","Yes","No","Yes","No","Yes",269.278224913239
"24498","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",99,1,"Yes","Yes","Yes","Yes","Yes","Yes",154.317384262384
"24499","mid-low","31-55m2","Rented","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",99,1,"Yes","Yes","No","Yes","Yes","Yes",160.79194223242
"24503","mid-high","101-150m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",23,2,"Yes","Yes","No","Yes","Yes","Yes",277.224217724667
"24508","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","wood/mosaic",18,1,"Yes","No","No","Yes","No","Yes",30.5128894217849
"24509","mid-low","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",99,3,"Yes","Yes","Yes","Yes","Yes","Yes",31.5472246564217
"24517","mid-low","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",4,2,"Yes","Yes","No","Yes","Yes","Yes",189.895474177041
"24519","mid-low","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","wood/mosaic",17,2,"Yes","Yes","Yes","Yes","Yes","Yes",227.818344039971
"24522","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",11,2,"Yes","Yes","No","Yes","Yes","Yes",140.182611162329
"24523","mid-low","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",6,1,"Yes","Yes","Yes","Yes","Yes","Yes",109.303950074463
"24528","high","31-55m2","Rented","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","wood/mosaic",20,1,"Yes","Yes","Yes","Yes","Yes","Yes",122.40690376569
"24530","mid-high","151-200m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",34,3,"Yes","Yes","No","Yes","Yes","Yes",283.511431926504
"24532","mid-high","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"wood","metal laminate","cement",18,1,"No","Yes","No","Yes","Yes","Yes",83.2486551105798
"24533","mid-high","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",15,2,"No","Yes","No","Yes","Yes","Yes",195.230277692804
"24551","mid-low","151-200m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",20,3,"Yes","Yes","No","Yes","Yes","Yes",308.069901644104
"24552","mid-low","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","cement",18,1,"Yes","Yes","No","Yes","Yes","Yes",103.879707112971
"24558","mid-low","151-200m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","cement",30,3,"Yes","Yes","Yes","Yes","Yes","Yes",206.161842923258
"24571","mid-low","31-55m2","Rented","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","cement",99,2,"Yes","No","Yes","Yes","Yes","Yes",211.492918591983
"24572","mid-low","101-150m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",7,4,"Yes","Yes","Yes","Yes","Yes","Yes",821.987677974379
"24573","mid-low","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",20,2,"Yes","Yes","Yes","Yes","Yes","Yes",158.644571680247
"24574","mid-high","151-200m2","Rented","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","wood","wood/mosaic",99,1,"Yes","No","Yes","Yes","Yes","Yes",128.849372384937
"24576","mid-high","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",15,2,"Yes","Yes","Yes","Yes","Yes","Yes",1145.5056296194
"24578","mid-high","56-75m2","Other","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","wood/mosaic",45,1,"Yes","Yes","Yes","Yes","Yes","Yes",51.5935488152917
"24579","mid-high","76-100m2","Other","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",99,3,"Yes","Yes","Yes","Yes","Yes","Yes",139.904811715481
"24585","mid-low","101-150m2","Owned","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","wood/mosaic",30,2,"Yes","Yes","Yes","Yes","Yes","Yes",211.259584167991
"24587","mid-low","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",99,2,"Yes","Yes","Yes","Yes","Yes","Yes",271.243006147682
"24610","mid-low","101-150m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",18,2,"Yes","Yes","Yes","Yes","Yes","Yes",183.134937238494
"24614","mid-high","56-75m2","Other","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",9,2,"No","No","Yes","Yes","Yes","Yes",95.1307531380753
"24620","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",5,2,"Yes","No","Yes","Yes","Yes","Yes",398.305352798053
"24622","mid-low","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",10,2,"Yes","Yes","Yes","Yes","Yes","Yes",241.336257511915
"24624","mid-low",">30m2","Rented","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",99,1,"Yes","Yes","No","Yes","Yes","Yes",593.930026939283
"24627","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","No",1,"wood","metal laminate","cement",99,1,"Yes","Yes","No","Yes","Yes","Yes",198.708745453927
"24629","mid-low","56-75m2","Rented","Extremely hot","Tamaulipas",">100k","Yes",3,"brick","concrete","wood/mosaic",99,2,"Yes","No","No","Yes","Yes","Yes",106.732629124083
"24632","mid-low","Don't know","Borrowed","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","cement",99,2,"Yes","Yes","No","Yes","Yes","Yes",164.09309623431
"24634","mid-low","31-55m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",14,2,"Yes","Yes","Yes","Yes","Yes","Yes",207.846488961087
"24643","mid-high","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",28,2,"Yes","Yes","Yes","Yes","Yes","Yes",451.17578692494
"24647","mid-low","31-55m2","Borrowed","Extremely hot","Tamaulipas",">100k","No",1,"brick","concrete","cement",10,2,"Yes","Yes","No","Yes","Yes","Yes",220.455905229149
"24650","mid-low","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",9,2,"Yes","Yes","Yes","Yes","Yes","Yes",135.273012552301
"24660","mid-high",">30m2","Rented","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",99,1,"No","Yes","No","No","Yes","Yes",335.586776859504
"24661","mid-high","151-200m2","Owned","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","wood/mosaic",44,1,"Yes","Yes","No","Yes","No","Yes",466.380165289256
"24662","mid-high","151-200m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",35,3,"Yes","Yes","Yes","Yes","Yes","Yes",199.704704013262
"24667","mid-high","31-55m2","Rented","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","Yes","Yes","Yes","Yes",187.219630976061
"24669","mid-high","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","cement",37,2,"Yes","Yes","Yes","Yes","Yes","Yes",173.871338912134
"24673","mid-low","56-75m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"wood","wood","cement",15,2,"Yes","Yes","No","Yes","Yes","No",25.4080345883625
"24674","mid-low","<201m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",2,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","Yes","Yes","Yes","Yes",450.218891268142
"24679","mid-low","76-100m2","Owned","Extremely hot","Tamaulipas",">100k","Yes",1,"brick","concrete","cement",13,2,"Yes","Yes","Yes","Yes","Yes","Yes",194.267113352214
"24681","mid-high","31-55m2","Rented","Extremely hot","Tamaulipas",">100k","No",1,"wood","metal laminate","cement",99,1,"Yes","Yes","No","Yes","Yes","Yes",204.014813774704
"24682","mid-high","31-55m2","Other","Extremely hot","Tamaulipas",">100k","Yes",1,"wood","metal laminate","wood/mosaic",20,2,"Yes","Yes","Yes","Yes","Yes","No",75.347760477399
"24685","mid-low","76-100m2","Rented","Extremely hot","Tamaulipas",">100k","No",2,"brick","concrete","cement",99,2,"Yes","Yes","No","Yes","Yes","Yes",517.633832976445
